,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
2357,Ford,Fiesta,,2007,Manual,Petrol,"65,300 km",1st,"1,50,000",Mumbai
2358,-,-,,-,-,-,-,-,-,Mumbai
2359,Mercedes-Benz,New C-Class,,2011,Automatic,Diesel,"56,000 km",2nd,"7,20,001",Mumbai
2360,Mercedes-Benz,E-Class,,2012,Automatic,Petrol,"65,000 km",2nd,"11,25,000",Mumbai
2361,-,-,,-,-,-,-,-,-,Mumbai
2362,Toyota,Innova Crysta,,2018,Manual,Diesel,"13,000 km",1st,"18,00,000",Mumbai
2363,Hyundai,Getz Prime,,2008,Manual,CNG & Hybrids,"99,000 km",2nd,"1,11,000",Mumbai
2364,Toyota,Innova,,2008,Manual,Diesel,"150,000 km",1st,"4,75,000",Mumbai
2365,Mahindra,Scorpio,,2008,Manual,Diesel,"58,000 km",2nd,"3,55,000",Mumbai
2366,Maruti Suzuki,Wagon R 1.0,,2011,Manual,Petrol,"20,000 km",1st,"2,55,000",Mumbai
2367,Tata,Indica Vista,,2014,Manual,Petrol,"37,000 km",1st,"2,49,000",Mumbai
2368,Maruti Suzuki,Swift Dzire,,2017,Automatic,Petrol,"55,000 km",1st,"6,60,000",Mumbai
2369,Jeep,Compass,,2017,Manual,Diesel,"21,600 km",1st,"14,25,000",Mumbai
2370,Toyota,Innova,,2009,Manual,Diesel,"73,000 km",1st,"6,25,001",Mumbai
2371,Skoda,Octavia,,2007,Manual,Diesel,"91,000 km",3rd,"1,29,000",Mumbai
2372,Hyundai,Xcent,,2017,Manual,Petrol,"15,000 km",1st,"4,95,000",Mumbai
2373,Hyundai,Grand i10,,2014,Manual,Diesel,"95,000 km",1st,"3,99,000",Mumbai
2374,Maruti Suzuki,Swift,,2012,Manual,Diesel,"90,000 km",1st,"3,75,000",Mumbai
2375,Maruti Suzuki,Zen,,2006,Manual,Petrol,"60,000 km",3rd,"1,10,000",Mumbai
2376,Hyundai,Grand i10,,2019,Manual,Petrol,"15,000 km",1st,"5,50,000",Mumbai
2377,-,-,,-,-,-,-,-,-,Mumbai
2378,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"72,000 km",1st,"6,11,000",Mumbai
2379,Maruti Suzuki,Celerio,,2017,Automatic,Petrol,"22,000 km",1st,"4,75,000",Mumbai
2380,-,-,,-,-,-,-,-,-,Mumbai
2381,Maruti Suzuki,Baleno,,2016,Manual,Petrol,"64,136 km",-,"5,22,000",Mumbai
2382,Ford,Figo,,2015,Manual,Petrol,"5,815 km",-,"4,30,000",Mumbai
2383,Maruti Suzuki,Swift,,2016,Manual,Petrol,"20,000 km",1st,"6,00,000",Mumbai
2384,Honda,Civic,,2008,Manual,Petrol,"81,000 km",2nd,"2,02,000",Mumbai
2385,Hyundai,Accent,,2009,Manual,Petrol,"85,000 km",1st,"1,35,000",Mumbai
2386,Toyota,Etios,,2011,Manual,Diesel,"68,123 km",1st,"5,14,999",Mumbai
2387,Hyundai,Creta,,2017,Automatic,Diesel,"58,696 km",1st,"13,25,000",Mumbai
2388,Honda,Jazz,,2015,Manual,Petrol,"21,000 km",1st,"5,01,000",Mumbai
2389,Maruti Suzuki,Alto,,2011,Manual,CNG & Hybrids,"100,000 km",2nd,"1,75,000",Mumbai
2390,Skoda,Laura,,2011,Manual,Diesel,"141,002 km",2nd,"2,90,000",Mumbai
2391,Tata,Others,,2016,Manual,Diesel,21 km,1st,"3,91,000",Mumbai
2392,Ashok Leyland,Stile,,2018,Manual,Diesel,"100,000 km",1st,"5,50,000",Mumbai
2393,Opel,Corsa,,2005,Manual,Petrol,"100,000 km",2nd,"90,000",Mumbai
2394,Maruti Suzuki,Ertiga,,2015,Manual,Diesel,"88,000 km",2nd,"6,11,000",Mumbai
2395,Chevrolet,Cruze,,2011,Manual,Diesel,"75,000 km",2nd,"2,80,000",Mumbai
2396,Mahindra,Verito Vibe,,2014,Manual,Diesel,"96,500 km",2nd,"2,55,000",Mumbai
2397,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"76,000 km",2nd,"7,10,000",Mumbai
2398,Mahindra,Scorpio,,2010,Manual,Diesel,"70,000 km",4th,"3,50,000",Mumbai
2399,Hyundai,Santro,,2019,Automatic,Petrol,"15,000 km",1st,"5,75,000",Mumbai
2400,-,-,,-,-,-,-,-,-,Mumbai
2401,Hyundai,i20 Active,,2015,Manual,Diesel,"25,000 km",1st,"7,00,000",Mumbai
2402,Maruti Suzuki,Alto K10,,2013,Manual,Petrol,"67,750 km",-,"2,55,000",Mumbai
2403,Volkswagen,Vento,,2016,Manual,Petrol,"20,000 km",1st,"6,35,000",Mumbai
2404,Volkswagen,Vento,,2011,Manual,Petrol,"74,649 km",2nd,"3,50,000",Mumbai
2405,Maruti Suzuki,Swift,,2014,Manual,Petrol,"41,674 km",1st,"4,45,000",Mumbai
2406,Maruti Suzuki,Swift,,2009,Manual,Diesel,"82,000 km",2nd,"2,80,000",Mumbai
2407,Tata,Safari,,2013,Manual,Diesel,"88,000 km",1st,"3,71,000",Mumbai
2408,Skoda,Superb,,2010,Automatic,Diesel,"63,000 km",2nd,"4,20,111",Mumbai
2409,Mahindra,KUV 100,,2017,Manual,Petrol,"16,000 km",1st,"4,59,999",Mumbai
2410,Volkswagen,Polo,,2013,Manual,Diesel,"105,000 km",3rd,"3,00,000",Mumbai
2411,Mercedes-Benz,Others,,2006,Automatic,Petrol,"85,000 km",2nd,"3,35,000",Mumbai
2412,Tata,Nano,,2013,Manual,Petrol,"69,000 km",2nd,"75,000",Mumbai
2413,Toyota,Etios Liva,,2012,Manual,Diesel,"111,000 km",2nd,"3,75,000",Mumbai
2414,Mahindra,Scorpio,,2017,Manual,Diesel,"66,000 km",1st,"9,30,000",Mumbai
2415,Hyundai,EON,,2011,Manual,Petrol,"85,000 km",1st,"2,40,000",Mumbai
2416,Tata,Nano,,2010,Manual,Petrol,"49,000 km",2nd,"49,000",Mumbai
2417,Maruti Suzuki,Wagon R,,2019,Automatic,Petrol,"4,500 km",1st,"5,80,000",Mumbai
2418,Maruti Suzuki,Wagon R,,2018,Manual,CNG & Hybrids,"150,000 km",1st,"3,00,000",Mumbai
2419,-,-,,-,-,-,-,-,-,Mumbai
2420,-,-,,-,-,-,-,-,-,Mumbai
2421,Toyota,Corolla Altis,,2014,Manual,Diesel,"61,674 km",1st,"9,50,000",Mumbai
2422,Audi,A4,,2011,Automatic,Diesel,"62,000 km",2nd,"8,99,999",Mumbai
2423,Hyundai,Verna,,2010,Manual,Diesel,"96,000 km",2nd,"2,65,000",Mumbai
2424,Hyundai,i10,,2010,Manual,Petrol,"43,000 km",2nd,"1,75,000",Mumbai
2425,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"29,289 km",1st,"3,00,000",Mumbai
2426,Maruti Suzuki,Swift,,2013,Manual,Diesel,"125,000 km",1st,"5,35,000",Mumbai
2427,Honda,CR-V,,2008,Manual,Petrol,"180,000 km",3rd,"3,75,000",Mumbai
2428,BMW,3 Series,,2013,Automatic,Diesel,"62,000 km",1st,"13,95,000",Mumbai
2429,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"71,000 km",1st,"8,25,000",Mumbai
2430,Hyundai,i20,,2013,Manual,Petrol,"30,659 km",1st,"3,25,000",Mumbai
2431,Maruti Suzuki,Alto K10,,2010,-,Petrol,"55,000 km",2nd,"1,65,000",Mumbai
2432,Maruti Suzuki,Celerio,,2015,Automatic,Petrol,"52,000 km",1st,"4,35,000",Mumbai
2433,Tata,Indica Vista,,2011,Manual,Diesel,"56,500 km",1st,"2,87,000",Mumbai
2434,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"74,000 km",1st,"8,35,000",Mumbai
2435,Volkswagen,Vento,,2015,Automatic,Petrol,"63,500 km",1st,"5,50,000",Mumbai
2436,Maruti Suzuki,Swift,,2014,Manual,Petrol,"22,000 km",1st,"4,45,000",Mumbai
2437,Maruti Suzuki,Omni,,2008,Manual,Petrol,"91,000 km",2nd,"1,35,000",Mumbai
2438,Hyundai,Santro Xing,,2010,Manual,Petrol,"54,000 km",1st,"1,80,000",Mumbai
2439,Ford,Ecosport,,2013,Manual,Diesel,"83,000 km",1st,"5,15,000",Mumbai
2440,-,-,,-,-,-,-,-,-,Mumbai
2441,Audi,Q5,,2018,Automatic,Diesel,"65,000 km",-,"48,00,000",Mumbai
2442,Audi,Q7,,2015,Automatic,Diesel,"105,000 km",1st,"23,50,000",Mumbai
2443,Hyundai,Grand i10,,2015,Manual,Petrol,"24,000 km",1st,"4,25,000",Mumbai
2444,Renault,Scala,,2012,Manual,CNG & Hybrids,"90,000 km",1st,"2,65,000",Mumbai
2445,Maruti Suzuki,Ertiga,,2015,Manual,CNG & Hybrids,"72,600 km",1st,"7,21,000",Mumbai
2446,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"63,500 km",1st,"5,65,000",Mumbai
2447,Jeep,Compass,,2018,Automatic,Petrol,"14,000 km",1st,"16,50,000",Mumbai
2448,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"19,600 km",1st,"8,75,000",Mumbai
2449,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"48,000 km",2nd,"7,25,000",Mumbai
2450,Mahindra,XUV500,,2019,Automatic,Diesel,"68,434 km",1st,"17,95,000",Mumbai
2451,Hyundai,Fluidic Verna,,2012,Manual,Petrol,"40,000 km",1st,"4,50,000",Mumbai
2452,Datsun,RediGO,,2017,-,-,"17,200 km",1st,"3,00,000",Mumbai
2453,Mahindra,XUV500,,2015,Manual,Diesel,"81,000 km",1st,"6,90,000",Mumbai
2454,Toyota,Innova Crysta,,2017,Automatic,Diesel,"34,000 km",1st,"20,25,000",Mumbai
2455,Maruti Suzuki,Swift,,2012,Manual,Diesel,"115,000 km",1st,"3,65,000",Mumbai
2456,Hyundai,i10,,2011,Manual,Petrol,"65,000 km",1st,"2,25,000",Mumbai
2457,Nissan,Terrano,,2015,Manual,Diesel,"90,000 km",1st,"7,50,000",Mumbai
2458,Maruti Suzuki,Celerio,,2016,Manual,Diesel,"85,000 km",1st,"4,40,000",Mumbai
2459,Toyota,Innova,,2010,-,Diesel,"127,000 km",1st,"5,70,000",Mumbai
2460,-,-,,-,-,-,-,-,-,Mumbai
2461,Hyundai,Grand i10,,2017,Manual,Petrol,"28,935 km",-,"5,35,000",Mumbai
2462,Tata,Others,,2018,Manual,Diesel,"15,000 km",1st,"8,11,000",Mumbai
2463,Hyundai,i10,,2011,Manual,Petrol,"50,000 km",2nd,"2,24,000",Mumbai
2464,Maruti Suzuki,S Cross,,2018,Manual,Diesel,"46,000 km",1st,"9,25,000",Mumbai
2465,Maruti Suzuki,Swift,,2005,Manual,Petrol,"14,800 km",1st,"1,65,000",Mumbai
2466,Hyundai,i20,,2011,Manual,Petrol,"71,000 km",2nd,"2,89,999",Mumbai
2467,Honda,Jazz,,2017,Manual,Petrol,"15,000 km",1st,"5,75,000",Mumbai
2468,Maruti Suzuki,Wagon R Stingray,,2014,Manual,Petrol,"79,852 km",1st,"3,00,000",Mumbai
2469,Hyundai,i10,,2013,Manual,Petrol,"51,000 km",1st,"2,98,900",Mumbai
2470,-,-,,-,-,-,-,-,-,Mumbai
2471,Maruti Suzuki,Wagon R,,2016,Automatic,Petrol,"26,000 km",1st,"3,99,000",Mumbai
2472,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"23,000 km",1st,"8,55,000",Mumbai
2473,Honda,City ZX,,2006,Manual,Petrol,"62,421 km",4th,"1,12,000",Mumbai
2474,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"17,000 km",1st,"10,75,111",Mumbai
2475,Hyundai,Verna,,2009,Manual,Diesel,"65,307 km",1st,"2,75,000",Mumbai
2476,Maruti Suzuki,Celerio X,,2018,Automatic,Petrol,"12,000 km",1st,"4,95,000",Mumbai
2477,Mahindra,XUV500,,2012,Manual,Diesel,"95,000 km",-,"5,40,000",Mumbai
2478,Honda,Amaze,,2016,Manual,Petrol,"61,906 km",1st,"4,45,000",Mumbai
2479,Maruti Suzuki,Baleno,,2005,Manual,CNG & Hybrids,"75,000 km",3rd,"98,000",Mumbai
2480,Hyundai,Elite i20,,2017,Manual,Diesel,"61,890 km",1st,"6,83,600",Mumbai
2481,Nissan,Micra Active,,2017,Manual,Petrol,"21,062 km",-,"4,33,000",Mumbai
2482,BMW,3 Series,,2013,Automatic,Diesel,"47,000 km",1st,"15,50,000",Mumbai
2483,Volkswagen,Polo,,2015,Manual,Petrol,"22,000 km",1st,"4,85,000",Mumbai
2484,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"36,000 km",1st,"9,80,000",Mumbai
2485,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"32,000 km",1st,"10,60,000",Mumbai
2486,Hyundai,Elantra,,2016,Manual,Diesel,"46,000 km",1st,"12,25,000",Mumbai
2487,Isuzu,MU-X,,2017,Automatic,Diesel,"40,000 km",1st,"22,50,000",Mumbai
2488,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"120,000 km",3rd,"2,10,000",Mumbai
2489,-,-,,-,-,-,-,-,-,Mumbai
2490,Isuzu,MU7,,2015,Automatic,Diesel,"34,000 km",2nd,"14,50,000",Mumbai
2491,Toyota,Qualis,,2002,Manual,Diesel,"261,405 km",2nd,"1,25,000",Mumbai
2492,Volkswagen,Polo,,2011,Manual,Petrol,"100,000 km",1st,"2,90,000",Mumbai
2493,Honda,City,,2017,Manual,Petrol,"13,000 km",1st,"8,15,000",Mumbai
2494,Mahindra,Bolero,,2008,Manual,Diesel,"110,000 km",1st,"4,00,000",Mumbai
2495,Honda,Brio,,2012,Manual,Petrol,"56,000 km",1st,"3,35,000",Mumbai
2496,Toyota,Etios Liva,,2014,Manual,Petrol,"95,000 km",2nd,"3,45,000",Mumbai
2497,Maruti Suzuki,Wagon R,,2018,Manual,Petrol,"26,500 km",1st,"4,36,000",Mumbai
2498,Mahindra,XUV500,,2014,Manual,Diesel,"50,000 km",2nd,"8,55,000",Mumbai
2499,-,-,,-,-,-,-,-,-,Mumbai
2500,BMW,X1,,2011,Automatic,Diesel,"91,235 km",2nd,"6,91,000",Mumbai
2501,Maruti Suzuki,Celerio,,2016,Automatic,Petrol,"9,922 km",1st,"4,33,000",Mumbai
2502,Maruti Suzuki,Swift,,2015,Manual,Diesel,"62,000 km",1st,"5,35,000",Mumbai
2503,Maruti Suzuki,Vitara Brezza,,2019,Automatic,Diesel,"38,000 km",1st,"11,18,111",Mumbai
2504,Toyota,Innova,,2015,Manual,Diesel,"145,000 km",1st,"10,25,000",Mumbai
2505,Toyota,Fortuner,,2015,Automatic,Diesel,"35,000 km",1st,"21,50,000",Mumbai
2506,Hyundai,Creta,,2018,Manual,Petrol,"34,000 km",-,"9,45,000",Mumbai
2507,Volkswagen,Vento,,2012,Manual,Diesel,"75,645 km",2nd,"3,10,000",Mumbai
2508,Tata,Harrier,,2019,Manual,Diesel,"44,800 km",1st,"18,50,000",Mumbai
2509,Maruti Suzuki,Ertiga,,2017,Manual,CNG & Hybrids,"63,123 km",1st,"8,50,000",Mumbai
2510,Hyundai,i20,,2011,Manual,Diesel,"970,000 km",3rd,"3,15,000",Mumbai
2511,Maruti Suzuki,Eeco,,2018,Manual,CNG & Hybrids,"50,000 km",2nd,"4,50,000",Mumbai
2512,Tata,Nano,,2013,Manual,Petrol,"22,000 km",1st,"75,000",Mumbai
2513,Renault,Duster,,2017,Automatic,Diesel,"77,000 km",1st,"8,15,000",Mumbai
2514,Tata,Nexon,,2018,Manual,Diesel,"19,000 km",1st,"9,25,000",Mumbai
2515,Toyota,Innova,,2012,Manual,Diesel,"114,000 km",3rd,"5,99,000",Mumbai
2516,Honda,City,,2010,Manual,Petrol,"73,000 km",2nd,"3,50,000",Mumbai
2517,Maruti Suzuki,Alto,,2009,Manual,CNG & Hybrids,"84,645 km",3rd,"1,70,000",Mumbai
2518,Maruti Suzuki,Wagon R 1.0,,2018,Manual,Petrol,"40,123 km",1st,"4,99,000",Mumbai
2519,Honda,Amaze,,2014,Manual,Petrol,"72,500 km",1st,"4,34,000",Mumbai
2520,Maruti Suzuki,Swift Dzire,,2011,Manual,Diesel,"115,000 km",1st,"3,45,000",Mumbai
2521,-,-,,-,-,-,-,-,-,Mumbai
2522,Maruti Suzuki,Ertiga,,2018,Manual,CNG & Hybrids,"45,000 km",1st,"8,99,000",Mumbai
2523,Toyota,Etios,,2014,Manual,Diesel,"68,000 km",1st,"5,15,000",Mumbai
2524,Maruti Suzuki,Celerio,,2017,Manual,Petrol,"68,000 km",1st,"4,90,000",Mumbai
2525,Honda,Amaze,,2016,Automatic,Petrol,"31,886 km",1st,"5,75,000",Mumbai
2526,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"73,000 km",1st,"5,85,000",Mumbai
2527,Hyundai,Grand i10,,2013,Manual,Petrol,"44,000 km",1st,"3,50,000",Mumbai
2528,-,-,,-,-,-,-,-,-,Mumbai
2529,Maruti Suzuki,Alto,,2018,Manual,Petrol,"13,000 km",2nd,"3,50,000",Mumbai
2530,Audi,Q7,,2009,Automatic,Diesel,"77,000 km",2nd,"10,90,000",Mumbai
2531,Hyundai,Santro Xing,,2012,Manual,Petrol,"49,000 km",2nd,"1,81,000",Mumbai
2532,Volkswagen,Polo,,2018,Manual,Petrol,"20,474 km",1st,"6,95,000",Mumbai
2533,Maruti Suzuki,Swift,,2015,Manual,Diesel,"79,100 km",1st,"5,50,000",Mumbai
2534,Maruti Suzuki,Ritz,,2009,Manual,Petrol,"75,000 km",2nd,"2,10,000",Mumbai
2535,Volkswagen,Polo,,2014,Manual,Diesel,"75,486 km",2nd,"3,70,000",Mumbai
2536,Skoda,Rapid,,2016,Automatic,Diesel,"125,000 km",1st,"6,50,000",Mumbai
2537,Volkswagen,Polo,,2011,Manual,Diesel,"56,000 km",2nd,"3,10,000",Mumbai
2538,Skoda,Others,,2021,Manual,Petrol,100 km,1st,"14,00,000",Mumbai
2539,Renault,KWID,,2015,Manual,Petrol,"11,666 km",1st,"2,95,000",Mumbai
2540,Tata,Indigo,,2010,Manual,Diesel,"78,000 km",1st,"2,50,000",Mumbai
2541,Hyundai,i20,,2013,Manual,Petrol,"91,500 km",2nd,"3,55,000",Mumbai
2542,Toyota,Innova,,2009,Manual,Diesel,"176,000 km",1st,"5,50,000",Mumbai
2543,Mahindra,Bolero,,2007,Manual,Diesel,"70,000 km",1st,"3,85,000",Mumbai
2544,Maruti Suzuki,Wagon R 1.0,,2017,Automatic,Petrol,"35,000 km",1st,"4,60,000",Mumbai
2545,-,-,,-,-,-,-,-,-,Mumbai
2546,Volkswagen,Jetta,,2015,Manual,Petrol,"22,000 km",1st,"7,65,000",Mumbai
2547,Hyundai,Creta,,2018,Automatic,Petrol,"42,123 km",1st,"14,24,999",Mumbai
2548,Mahindra,XUV500,,2017,Automatic,Diesel,"38,000 km",1st,"14,75,000",Mumbai
2549,Hyundai,Elite i20,,2018,Manual,Petrol,"18,000 km",1st,"5,95,000",Mumbai
2550,Hyundai,Grand i10,,2014,Manual,Petrol,"63,000 km",1st,"4,35,000",Mumbai
2551,Toyota,Innova,,2016,Manual,Diesel,"119,000 km",1st,"11,75,000",Mumbai
2552,Maruti Suzuki,Wagon R,,2015,Manual,Petrol,"40,123 km",1st,"3,90,000",Mumbai
2553,Mahindra,Scorpio,,2012,Manual,Diesel,"85,000 km",1st,"5,99,000",Mumbai
2554,Kia,Seltos,,2020,Automatic,Petrol,"19,000 km",1st,"19,00,000",Mumbai
2555,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"115,654 km",1st,"5,50,000",Mumbai
2556,Maruti Suzuki,Swift Dzire,,2017,Automatic,Petrol,"28,000 km",2nd,"6,45,000",Mumbai
2557,Mercedes-Benz,New C-Class,,2017,Automatic,Diesel,"52,000 km",2nd,"24,40,000",Mumbai
2558,Skoda,Rapid,,2017,Manual,Diesel,"51,000 km",1st,"6,45,000",Mumbai
2559,Datsun,RediGO,,2018,Manual,Petrol,"31,000 km",1st,"2,75,000",Mumbai
2560,Mercedes-Benz,Cls,,2018,Automatic,Diesel,"14,361 km",1st,"35,00,000",Mumbai
2561,Mercedes-Benz,CLA,,2018,Automatic,Petrol,"20,000 km",1st,"26,75,000",Mumbai
2562,Audi,A6,,2014,Automatic,Diesel,"69,000 km",1st,"15,25,000",Mumbai
2563,Maruti Suzuki,Alto K10,,2015,Manual,CNG & Hybrids,"38,000 km",2nd,"3,25,000",Mumbai
2564,Hyundai,Creta,,2016,Manual,Petrol,"41,637 km",1st,"9,45,000",Mumbai
2565,Maruti Suzuki,Swift,,2021,Manual,Petrol,"1,234 km",1st,"15,000",Mumbai
2566,Maruti Suzuki,S Cross,,2019,Manual,Diesel,"29,000 km",1st,"9,65,000",Mumbai
2567,Land Rover,Discovery,,2017,Automatic,Petrol,"34,000 km",1st,"37,00,000",Mumbai
2568,Maruti Suzuki,Celerio,,2016,Manual,CNG & Hybrids,"71,232 km",1st,"4,19,000",Mumbai
2569,Maruti Suzuki,Swift Dzire,,2012,Manual,Diesel,"82,500 km",1st,"4,26,000",Mumbai
2570,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"65,123 km",1st,"7,35,000",Mumbai
2571,Toyota,Etios Liva,,2012,Manual,Petrol,"63,100 km",2nd,"2,75,000",Mumbai
2572,Kia,Others,,2020,Manual,Diesel,"8,700 km",1st,"11,69,000",Mumbai
2573,Honda,City,,2020,Manual,Petrol,200 km,1st,"15,00,000",Mumbai
2574,Maruti Suzuki,Ertiga,,2018,Manual,Diesel,"67,000 km",1st,"9,14,999",Mumbai
2575,Maruti Suzuki,Zen,,2002,Manual,Petrol,"120,000 km",2nd,"45,000",Mumbai
2576,Maruti Suzuki,Ciaz,,2017,Automatic,Petrol,"19,000 km",1st,"8,15,000",Mumbai
2577,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"16,000 km",1st,"3,45,000",Mumbai
2578,Skoda,Rapid,,2017,Automatic,Petrol,"25,000 km",1st,"8,90,000",Mumbai
2579,MG,Hector,,2020,Automatic,Petrol,"6,000 km",1st,"19,00,000",Mumbai
2580,-,-,,-,-,-,-,-,-,Mumbai
2581,Ford,Ecosport,,2013,Manual,Diesel,"72,000 km",2nd,"5,19,000",Mumbai
2582,Mahindra,XUV500,,2016,Automatic,Diesel,"75,000 km",1st,"11,40,000",Mumbai
2583,Mercedes-Benz,E-Class,,2019,Automatic,Diesel,"9,750 km",1st,"64,99,999",Mumbai
2584,Hyundai,i20,,2010,Manual,Petrol,"54,538 km",2nd,"2,75,000",Mumbai
2585,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"50,000 km",1st,"8,75,000",Mumbai
2586,Maruti Suzuki,Swift Dzire,,2013,Manual,Petrol,"45,167 km",2nd,"3,99,000",Mumbai
2587,Maruti Suzuki,Ritz,,2012,Manual,CNG & Hybrids,"68,000 km",1st,"2,95,000",Mumbai
2588,Maruti Suzuki,Swift,,2012,Manual,Diesel,"65,000 km",1st,"3,79,000",Mumbai
2589,Maruti Suzuki,Swift,,2010,Manual,Diesel,"75,000 km",2nd,"2,85,000",Mumbai
2590,Maruti Suzuki,Swift Dzire,,2010,Manual,Diesel,"88,000 km",1st,"3,29,000",Mumbai
2591,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"27,000 km",1st,"6,60,000",Mumbai
2592,Mahindra,XUV500,,2016,Automatic,Diesel,"75,000 km",1st,"11,40,000",Mumbai
2593,Honda,City,,2015,Manual,Diesel,"87,100 km",2nd,"7,11,000",Mumbai
2594,Maruti Suzuki,Ertiga,,2021,Manual,CNG & Hybrids,325 km,1st,"21,000",Mumbai
2595,Toyota,Innova,,2015,Manual,Diesel,"110,000 km",1st,"10,80,000",Mumbai
2596,Volkswagen,Vento,,2017,Automatic,Petrol,"49,000 km",1st,"8,65,000",Mumbai
2597,Hyundai,i10,,2013,Automatic,Petrol,"45,000 km",2nd,"3,35,000",Mumbai
2598,Skoda,Fabia,,2011,Manual,Petrol,"50,000 km",2nd,"2,40,000",Mumbai
2599,-,-,,-,-,-,-,-,-,Mumbai
2600,-,-,,-,-,-,-,-,-,Mumbai
2601,Honda,City,,2014,Manual,Diesel,"77,580 km",1st,"6,75,000",Mumbai
2602,Ford,Ecosport,,2017,Manual,Diesel,"24,000 km",1st,"8,50,000",Mumbai
2603,Mercedes-Benz,New C-Class,,2017,Automatic,Diesel,"52,000 km",2nd,"24,40,000",Mumbai
2604,Maruti Suzuki,Alto K10,,2015,Manual,CNG & Hybrids,"38,000 km",2nd,"3,25,000",Mumbai
2605,Hyundai,Creta,,2016,Manual,Petrol,"41,637 km",1st,"9,45,000",Mumbai
2606,Mitsubishi,Pajero Sport,,2013,Manual,Diesel,"117,000 km",1st,"9,75,000",Mumbai
2607,Mercedes-Benz,E-Class,,2019,Automatic,Diesel,"9,750 km",1st,"64,99,999",Mumbai
2608,Volkswagen,Vento,,2017,Automatic,Petrol,"49,000 km",1st,"8,65,000",Mumbai
2609,Maruti Suzuki,S Cross,,2019,Manual,Diesel,"29,000 km",1st,"9,65,000",Mumbai
2610,Skoda,Rapid,,2017,Automatic,Petrol,"25,000 km",1st,"8,90,000",Mumbai
2611,Maruti Suzuki,Ertiga,,2015,Manual,CNG & Hybrids,"72,600 km",1st,"7,21,000",Mumbai
2612,-,-,,-,-,-,-,-,-,Mumbai
2613,Ford,Ecosport,,2013,Manual,Diesel,"83,000 km",1st,"5,15,000",Mumbai
2614,Hyundai,Grand i10,,2015,Manual,Petrol,"24,000 km",1st,"4,25,000",Mumbai
2615,Maruti Suzuki,Celerio,,2016,Manual,CNG & Hybrids,"71,232 km",1st,"3,99,000",Mumbai
2616,Toyota,Etios Liva,,2012,Manual,Petrol,"63,100 km",2nd,"2,75,000",Mumbai
2617,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"63,500 km",1st,"5,65,000",Mumbai
2618,Hyundai,Fluidic Verna,,2012,Manual,Petrol,"40,000 km",1st,"4,50,000",Mumbai
2619,Jeep,Compass,,2018,Automatic,Petrol,"14,000 km",1st,"16,50,000",Mumbai
2620,Honda,Amaze,,2014,Manual,Diesel,"28,000 km",2nd,"4,65,000",Mumbai
2621,-,-,,-,-,-,-,-,-,Mumbai
2622,Mercedes-Benz,New C-Class,,2015,Automatic,Petrol,"20,000 km",1st,"21,90,000",Mumbai
2623,Mahindra,XUV500,,2019,Automatic,Diesel,"68,434 km",1st,"17,95,000",Mumbai
2624,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"48,000 km",2nd,"7,25,000",Mumbai
2625,Renault,Duster,,2012,Manual,Diesel,"110,000 km",1st,"4,50,000",Mumbai
2626,Nissan,Terrano,,2014,Manual,Diesel,"68,354 km",1st,"5,38,000",Mumbai
2627,Hyundai,i20,,2015,Manual,Diesel,"68,000 km",1st,"4,85,000",Mumbai
2628,Toyota,Others,,2021,Automatic,Petrol,0 km,-,"11,79,900",Mumbai
2629,Force Motors,Trax Cruiser,,2019,Manual,Diesel,"100,000 km",1st,"10,00,000",Mumbai
2630,Mahindra,XUV500,,2016,Manual,Diesel,"80,000 km",1st,"10,99,999",Mumbai
2631,Tata,Safari,,2007,Manual,Diesel,"183,333 km",2nd,"2,50,000",Mumbai
2632,Volkswagen,Polo,,2011,Manual,Petrol,"68,000 km",2nd,"2,65,000",Mumbai
2633,Tata,Indica Vista,,2010,Manual,Diesel,"88,000 km",2nd,"2,55,000",Mumbai
2634,Maruti Suzuki,Wagon R,,2009,Manual,Petrol,"51,000 km",2nd,"1,60,000",Mumbai
