,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
1613,Mahindra,Scorpio,,2007,Manual,Diesel,"70,000 km",1st,"3,50,000",Chennai
1614,Hyundai,i10,,2011,Manual,Petrol,"42,000 km",2nd,"3,10,000",Chennai
1615,Hyundai,i10,,2011,Manual,Petrol,"40,000 km",1st,"3,10,000",Chennai
1616,Toyota,Innova,,2013,Manual,Diesel,"95,000 km",1st,"12,00,000",Chennai
1617,Hyundai,Santro Xing,,2007,Manual,Petrol,"163,000 km",2nd,"1,75,000",Chennai
1618,Maruti Suzuki,Omni,,2016,Manual,Petrol,"125,000 km",2nd,"2,75,000",Chennai
1619,Hyundai,Accent,,2009,Manual,Petrol,"64,000 km",1st,"1,95,000",Chennai
1620,Hyundai,Xcent,,2020,Manual,Diesel,"7,000 km",1st,"5,90,000",Chennai
1621,Toyota,Innova,,2015,Manual,Diesel,"120,136 km",1st,"14,90,000",Chennai
1622,Maruti Suzuki,Alto 800,,2018,Manual,Petrol,"16,000 km",1st,"3,75,000",Chennai
1623,Maruti Suzuki,800,,2001,Manual,Petrol,"70,000 km",1st,"75,000",Chennai
1624,-,-,,-,-,-,-,-,-,Chennai
1625,Audi,A4,,2009,Automatic,Petrol,"65,000 km",2nd,"8,45,000",Chennai
1626,Maruti Suzuki,Celerio,,2019,Manual,Petrol,"8,990 km",1st,"4,85,000",Chennai
1627,Jeep,Compass,,2017,Manual,Diesel,"37,000 km",1st,"15,50,000",Chennai
1628,Maruti Suzuki,800,,2009,Manual,Petrol,"100,000 km",1st,"1,50,000",Chennai
1629,Maruti Suzuki,Ertiga,,2014,Manual,Diesel,"35,000 km",1st,"7,60,000",Chennai
1630,Ford,Fiesta,,2009,Manual,Diesel,"120,000 km",2nd,"1,65,000",Chennai
1631,Toyota,Innova,,2012,Manual,Diesel,"165,000 km",3rd,"5,75,000",Chennai
1632,Ford,Fiesta,,2010,Manual,Diesel,"68,000 km",3rd,"1,90,000",Chennai
1633,-,-,,-,-,-,-,-,-,Chennai
1634,-,-,,-,-,-,-,-,-,Chennai
1635,Maruti Suzuki,Celerio,,2021,Manual,Petrol,"30,820 km",1st,"15,000",Chennai
1636,Hyundai,i20,,2010,Manual,Petrol,"72,000 km",2nd,"2,43,000",Chennai
1637,Tata,Zest,,2020,Manual,Diesel,"49,000 km",1st,"1,30,000",Chennai
1638,Toyota,Qualis,,2004,Manual,Diesel,"200,000 km",2nd,"2,99,999",Chennai
1639,Maruti Suzuki,Zen,,1998,Manual,Petrol,"80,586 km",2nd,"65,000",Chennai
1640,Volvo,V40,,2018,Automatic,Diesel,"59,000 km",1st,"19,50,000",Chennai
1641,Mahindra,Marazzo,,2019,Manual,Diesel,"49,050 km",1st,"13,35,001",Chennai
1642,Honda,City ZX,,2017,Automatic,Petrol,"25,000 km",1st,"11,75,000",Chennai
1643,Mahindra,Xylo,,2018,Manual,Diesel,"93,500 km",1st,"6,90,000",Chennai
1644,Ford,Figo,,2015,Automatic,Diesel,"99,000 km",2nd,"3,25,000",Chennai
1645,Maruti Suzuki,Swift Dzire,,2011,Manual,Petrol,"46,050 km",1st,"3,95,000",Chennai
1646,Maruti Suzuki,Others,,2010,Manual,Diesel,"66,000 km",1st,"5,00,000",Chennai
1647,Bajaj,Others,,2014,Automatic,LPG,"55,000 km",1st,"1,95,000",Chennai
1648,Mahindra,Xylo,,2011,Manual,Diesel,"94,000 km",1st,"5,80,000",Chennai
1649,Mahindra,XUV500,,2016,Manual,Diesel,"96,000 km",1st,"11,85,000",Chennai
1650,Hyundai,i20,,2012,Manual,Diesel,"85,000 km",1st,"3,50,000",Chennai
1651,Ford,Ecosport,,2013,Manual,Diesel,"85,000 km",2nd,"5,00,000",Chennai
1652,Maruti Suzuki,Ciaz,,2017,Manual,Diesel,"35,000 km",1st,"7,75,000",Chennai
1653,Maruti Suzuki,Swift Dzire,,2015,Manual,Petrol,"41,000 km",1st,"5,75,000",Chennai
1654,Volkswagen,Polo,,2016,Manual,Petrol,"44,000 km",1st,"5,65,000",Chennai
1655,Hyundai,Grand i10,,2014,Automatic,Petrol,"40,169 km",1st,"4,50,000",Chennai
1656,Mahindra,Scorpio,,2010,Manual,Diesel,"119,000 km",2nd,"4,75,000",Chennai
1657,-,-,,-,-,-,-,-,-,Chennai
1658,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"110,000 km",1st,"3,10,000",Chennai
1659,Ford,Figo,,2011,Manual,Petrol,"7,600 km",1st,"3,00,000",Chennai
1660,Mahindra,Xylo,,2010,Manual,Diesel,"140,000 km",2nd,"4,50,000",Chennai
1661,Hyundai,Xcent,,2018,Manual,Diesel,"76,000 km",1st,"4,00,000",Chennai
1662,Mahindra,Scorpio,,2008,Manual,Diesel,"115,000 km",2nd,"4,65,000",Chennai
1663,Hyundai,Grand i10,,2014,-,Diesel,"85,500 km",1st,"4,85,000",Chennai
1664,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"110,000 km",1st,"5,25,000",Chennai
1665,Tata,Indica Vista,,2010,Manual,Diesel,"90,000 km",1st,"2,40,000",Chennai
1666,Maruti Suzuki,Alto,,2007,Manual,Petrol,"42,721 km",1st,"1,75,000",Chennai
1667,Volkswagen,Vento,,2015,Manual,Diesel,"45,000 km",1st,"6,50,000",Chennai
1668,Toyota,Fortuner,,2010,Manual,Diesel,"178,000 km",2nd,"10,75,000",Chennai
1669,Volkswagen,Polo,,2016,Manual,Petrol,"18,000 km",1st,"5,75,000",Chennai
1670,Maruti Suzuki,Alto 800,,2018,Manual,Petrol,"31,000 km",1st,"3,75,000",Chennai
1671,Maruti Suzuki,Swift,,2014,Manual,Diesel,"98,800 km",1st,"5,80,000",Chennai
1672,Maruti Suzuki,Alto,,2006,Manual,Petrol,"110,000 km",3rd,"1,45,000",Chennai
1673,Mahindra,XUV500,,2015,Manual,Diesel,"96,000 km",2nd,"11,50,000",Chennai
1674,Hyundai,Santro Xing,,2006,Manual,Petrol,"61,000 km",2nd,"1,25,000",Chennai
1675,Mercedes-Benz,CLS-Class,,2013,Automatic,Diesel,"58,000 km",2nd,"14,90,000",Chennai
1676,Maruti Suzuki,Ritz,,2009,-,Diesel,"78,000 km",2nd,"2,85,000",Chennai
1677,Maruti Suzuki,Celerio,,2015,Automatic,Petrol,"75,000 km",1st,"4,15,000",Chennai
1678,Tata,Others,,2016,Manual,Diesel,"58,000 km",2nd,"4,00,000",Chennai
1679,Maruti Suzuki,Omni,,2010,Automatic,LPG,"221,112 km",2nd,"70,000",Chennai
1680,Mahindra,Scorpio,,2008,Manual,Diesel,"80,000 km",1st,"4,25,000",Chennai
1681,Honda,Accord,,2010,Automatic,Petrol,"104,020 km",2nd,"6,75,000",Chennai
1682,Mercedes-Benz,AMG GT,,2013,Automatic,Diesel,"40,000 km",2nd,"13,00,000",Chennai
1683,Mitsubishi,Outlander,,2009,Automatic,Petrol,"73,000 km",3rd,"5,75,000",Chennai
1684,Ford,Figo Aspire,,2016,Manual,Diesel,"64,000 km",2nd,"5,20,000",Chennai
1685,Ford,Figo,,2011,Manual,Diesel,"72,000 km",2nd,"2,05,000",Chennai
1686,Hyundai,Fluidic Verna,,2019,Automatic,Diesel,"35,000 km",1st,"13,23,999",Chennai
1687,Tata,Others,,2019,-,Diesel,"30,000 km",1st,"4,50,000",Chennai
1688,Maruti Suzuki,Estilo,,2009,-,Petrol,"24,000 km",1st,"2,00,000",Chennai
1689,Maruti Suzuki,Swift,,2006,Manual,Petrol,"115,000 km",2nd,"2,68,000",Chennai
1690,Mahindra,Bolero,,2014,Manual,Diesel,"160,000 km",1st,"4,75,000",Chennai
1691,Hyundai,Elantra,,2013,Automatic,Petrol,"80,000 km",2nd,"8,85,000",Chennai
1692,Hyundai,Getz,,2006,Manual,Petrol,"85,000 km",2nd,"85,000",Chennai
1693,Premier,Rio,,2011,Manual,Diesel,"98,000 km",1st,"2,15,000",Chennai
1694,Hyundai,Elantra,,2006,Manual,Diesel,"165,000 km",2nd,"1,45,000",Chennai
1695,Hyundai,Santro Xing,,2003,Manual,Petrol,"101,378 km",4th,"1,55,000",Chennai
1696,Honda,City,,2002,Manual,Petrol,"100,000 km",1st,"1,85,000",Chennai
1697,Maruti Suzuki,Baleno,,2017,-,Diesel,"65,000 km",1st,"6,50,000",Chennai
1698,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"116,000 km",2nd,"4,99,999",Chennai
1699,Tata,Venture,,2017,Manual,Diesel,"54,000 km",2nd,"3,49,999",Chennai
1700,Renault,KWID,,2016,Manual,Petrol,"21,000 km",1st,"3,00,000",Chennai
1701,Ford,Figo,,2010,Manual,Diesel,"100,353 km",-,"2,50,000",Chennai
1702,Maruti Suzuki,Swift Dzire Tour,,2018,-,Diesel,"78,000 km",1st,"5,60,000",Chennai
1703,Maruti Suzuki,800,,1997,Manual,Petrol,"60,000 km",3rd,"35,000",Chennai
1704,Maruti Suzuki,Eeco,,2013,Manual,Petrol,"27,000 km",1st,"3,10,000",Chennai
1705,Toyota,Innova,,2007,Manual,Diesel,"185,000 km",2nd,"4,95,000",Chennai
1706,Maruti Suzuki,Omni,,2008,Manual,LPG,"89,000 km",2nd,"1,35,000",Chennai
1707,Force Motors,Force One,,2014,Manual,Diesel,100 km,2nd,"5,50,000",Chennai
1708,Maruti Suzuki,Swift,,2010,Manual,Diesel,"140,000 km",2nd,"4,00,000",Chennai
1709,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"74,000 km",1st,"2,90,000",Chennai
1710,Honda,City ZX,,2008,Manual,LPG,1 km,4th,"3,30,000",Chennai
1711,Ford,Fiesta Classic,,2015,Manual,Diesel,"100,552 km",1st,"3,50,000",Chennai
1712,Hyundai,Grand I 10,,2010,Manual,Petrol,"100,000 km",2nd,"2,55,000",Chennai
1713,Maruti Suzuki,Alto,,2008,Automatic,Petrol,"78,000 km",2nd,"1,20,000",Chennai
1714,Chevrolet,Optra Magnum,,2009,Automatic,Diesel,"130,000 km",2nd,"1,90,000",Chennai
1715,Hyundai,Verna,,2008,Manual,Petrol,"54,000 km",2nd,"2,10,000",Chennai
1716,Tata,Vista,,2009,Manual,Diesel,"155,000 km",1st,"89,000",Chennai
1717,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"96,900 km",2nd,"4,60,000",Chennai
1718,Maruti Suzuki,Baleno,,2017,Manual,Diesel,"48,950 km",2nd,"5,99,990",Chennai
1719,Chevrolet,Beat,,2012,Manual,Diesel,"114,000 km",2nd,"1,42,000",Chennai
1720,Maruti Suzuki,Swift Dzire,,2017,Manual,Diesel,"15,500 km",1st,"7,25,000",Chennai
1721,Toyota,Etios,,2012,Manual,Petrol,"9,600 km",1st,"4,90,000",Chennai
1722,Hyundai,Grand i10,,2018,Manual,Diesel,"58,000 km",1st,"3,50,000",Chennai
1723,Maruti Suzuki,Swift Dzire,,2014,Manual,Petrol,"58,500 km",2nd,"5,70,000",Chennai
1724,-,-,,-,-,-,-,-,-,Chennai
1725,Toyota,Etios,,2015,Manual,Diesel,"155,000 km",2nd,"8,50,000",Chennai
1726,Maruti Suzuki,Wagon R Duo,,2007,Manual,Petrol,"73,658 km",2nd,"1,69,999",Chennai
1727,Toyota,Innova,,2007,Manual,Diesel,"200,000 km",3rd,"4,10,000",Chennai
1728,Mahindra,Bolero,,2011,Manual,Diesel,"90,000 km",2nd,"4,55,000",Chennai
1729,Toyota,Qualis,,2001,Manual,Diesel,"289,643 km",2nd,"1,65,000",Chennai
1730,Hyundai,i20,,2010,Manual,Petrol,"60,000 km",1st,"3,30,000",Chennai
1731,Nissan,Micra,,2012,Manual,Diesel,"90,000 km",3rd,"2,55,000",Chennai
1732,Hyundai,EON,,2017,Manual,Petrol,"28,000 km",1st,"4,00,000",Chennai
1733,Tata,Indica Vista,,2010,Manual,Diesel,"166,000 km",2nd,"1,50,000",Chennai
1734,Ford,Figo,,2012,Manual,Diesel,"81,057 km",2nd,"2,20,000",Chennai
1735,Maruti Suzuki,Ciaz,,2016,Automatic,Petrol,"77,000 km",1st,"5,00,000",Chennai
1736,Hyundai,Verna,,2008,Automatic,Diesel,"85,000 km",1st,"54,999",Chennai
1737,Tata,Indigo Ecs,,2014,Manual,Diesel,"300,000 km",2nd,"1,40,000",Chennai
1738,Maruti Suzuki,Swift,,2010,Manual,Diesel,"150,000 km",2nd,"3,60,000",Chennai
1739,Toyota,Innova,,2009,Manual,Diesel,"240,000 km",1st,"8,23,000",Chennai
1740,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"62,240 km",1st,"5,21,000",Chennai
1741,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"70,000 km",1st,"2,80,000",Chennai
1742,-,-,,-,-,-,-,-,-,Chennai
1743,Maruti Suzuki,Swift,,2011,Manual,Diesel,"162,000 km",3rd,"3,50,000",Chennai
1744,Maruti Suzuki,800,,2004,Manual,Petrol,"52,000 km",3rd,"1,05,000",Chennai
1745,Hyundai,Xcent,,2017,Manual,Diesel,"21,000 km",1st,"4,50,000",Chennai
1746,Tata,Safari,,1998,Manual,Diesel,"150,000 km",4th,"1,50,000",Chennai
1747,Tata,Sumo Victa,,2006,Automatic,Diesel,"136,993 km",4th,"1,90,000",Chennai
1748,-,-,,-,-,-,-,-,-,Chennai
1749,-,-,,-,-,-,-,-,-,Chennai
1750,Mahindra,Others,,2000,Manual,Diesel,"98,000 km",3rd,"2,10,000",Chennai
1751,Ford,Fiesta Classic,,2006,Manual,Diesel,"170,000 km",2nd,"1,35,000",Chennai
1752,Other Brands,Others,,2013,Automatic,Diesel,"6,000 km",1st,"3,20,000",Chennai
1753,Maruti Suzuki,Swift Dzire,,2012,Manual,Diesel,"140,000 km",1st,"4,50,000",Chennai
1754,Ford,Ikon,,2005,Manual,Diesel,"85,075 km",4th,"95,000",Chennai
1755,Force Motors,Others,,2010,Manual,Diesel,"22,154 km",3rd,"4,90,000",Chennai
1756,Mahindra,Bolero Power Plus,,2017,Manual,Diesel,"42,000 km",1st,"8,50,000",Chennai
1757,Mahindra,Marazzo,,2019,Manual,Diesel,"97,000 km",1st,"9,00,000",Chennai
1758,Maruti Suzuki,Omni,,2011,Manual,LPG,"105,000 km",2nd,"2,50,000",Chennai
1759,Skoda,Rapid,,2018,Automatic,Diesel,"75,000 km",1st,"8,80,000",Chennai
1760,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"17,400 km",1st,"6,90,000",Chennai
1761,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,80,000",Chennai
1762,Hyundai,i10,,2008,Manual,Petrol,"77,000 km",2nd,"2,60,000",Chennai
1763,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"105,000 km",1st,"5,49,000",Chennai
1764,Maruti Suzuki,SX4,,2007,Manual,Petrol,"98,000 km",2nd,"2,10,000",Chennai
1765,Mahindra,Xylo,,2012,Manual,Diesel,"150,000 km",3rd,"5,40,000",Chennai
1766,Hyundai,Santro Xing,,2010,Manual,Petrol,"70,000 km",1st,"1,80,000",Chennai
1767,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"82,000 km",1st,"2,30,000",Chennai
1768,Maruti Suzuki,Alto K10,,2017,Manual,Petrol,"19,000 km",1st,"3,60,000",Chennai
1769,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"67,000 km",1st,"5,75,000",Chennai
1770,Renault,Fluence,,2013,Automatic,Petrol,"45,000 km",2nd,"5,10,000",Chennai
1771,Mahindra,Scorpio,,2008,-,Diesel,"108,600 km",1st,"5,10,000",Chennai
1772,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"87,000 km",2nd,"3,90,000",Chennai
1773,Skoda,Superb,,2011,Automatic,Diesel,"14,000 km",1st,"12,00,000",Chennai
1774,Maruti Suzuki,SX4,,2008,Manual,Petrol,"91,000 km",1st,"2,75,000",Chennai
1775,Hyundai,Creta,,2017,Manual,Petrol,"28,000 km",1st,"8,55,000",Chennai
1776,Maruti Suzuki,800,,2006,Manual,Petrol,"54,000 km",1st,"95,000",Chennai
1777,Hyundai,Creta,,2017,Automatic,Diesel,"56,795 km",1st,"12,50,000",Chennai
1778,Ford,Ecosport,,2017,Manual,Petrol,"18,000 km",1st,"5,50,000",Chennai
1779,Volkswagen,Polo,,2013,Manual,Diesel,"78,000 km",1st,"3,99,000",Chennai
1780,Hyundai,Santro Xing,,2011,Manual,Petrol,"68,100 km",1st,"2,65,000",Chennai
1781,Mahindra,XUV500,,2015,Manual,Diesel,"150,000 km",1st,"9,20,000",Chennai
1782,Audi,A4,,2012,Manual,Diesel,"160,000 km",1st,"11,80,000",Chennai
1783,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"60,000 km",1st,"5,60,000",Chennai
1784,Ford,Figo,,2016,Manual,Diesel,"66,452 km",1st,"4,99,000",Chennai
1785,Tata,Zest,,2016,Manual,Diesel,"51,000 km",1st,"4,65,000",Chennai
1786,Maruti Suzuki,Omni,,2014,Manual,Diesel,"80,000 km",1st,"2,90,000",Chennai
1787,Mahindra,Bolero,,2010,Manual,Diesel,"125,000 km",2nd,"3,95,000",Chennai
1788,Maruti Suzuki,Swift Dzire,,2019,Manual,Diesel,"52,000 km",1st,"6,40,000",Chennai
1789,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"128,000 km",2nd,"3,25,000",Chennai
1790,Skoda,Rapid,,2017,Manual,Diesel,"97,000 km",1st,"7,25,000",Chennai
1791,Ford,Ecosport,,2014,Automatic,Petrol,"24,000 km",1st,"6,30,000",Chennai
1792,Mercedes-Benz,GLE Class,,2016,Automatic,Diesel,"25,000 km",2nd,"43,50,000",Chennai
1793,Toyota,Etios,,2019,Manual,Diesel,"52,000 km",1st,"8,20,000",Chennai
1794,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"91,000 km",2nd,"5,30,000",Chennai
1795,Fiat,Linea,,2014,Manual,Petrol,"52,000 km",2nd,"3,60,000",Chennai
1796,Hyundai,i10,,2009,Manual,Petrol,"64,000 km",1st,"2,75,000",Chennai
1797,Nissan,Micra,,2010,Manual,Petrol,"83,000 km",1st,"2,90,000",Chennai
1798,Toyota,Fortuner,,2016,Manual,Diesel,"172,000 km",1st,"21,00,000",Chennai
1799,Ford,Fiesta,,2010,Manual,Diesel,"119,000 km",1st,"3,50,000",Chennai
1800,Toyota,Innova Crysta,,2016,Automatic,Diesel,"71,000 km",1st,"18,24,000",Chennai
1801,Toyota,Innova,,2011,Manual,Diesel,"130,000 km",1st,"9,50,000",Chennai
1802,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,90,000",Chennai
1803,Chevrolet,Tavera,,2005,Manual,Diesel,"140,000 km",3rd,"2,25,000",Chennai
1804,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"39,000 km",1st,"4,09,999",Chennai
1805,Maruti Suzuki,SX4,,2013,Manual,Diesel,"76,000 km",2nd,"4,60,000",Chennai
1806,Toyota,Innova Crysta,,2020,Automatic,Diesel,"6,000 km",1st,"26,25,000",Chennai
1807,Tata,Hexa,,2017,Automatic,Diesel,"50,000 km",1st,"14,50,000",Chennai
1808,Mahindra,TUV 300,,2016,Manual,Diesel,"85,000 km",1st,"7,00,000",Chennai
1809,Maruti Suzuki,800,,2008,Manual,Petrol,"49,000 km",2nd,"1,55,000",Chennai
1810,Hyundai,i20,,2009,Manual,Diesel,"64,000 km",2nd,"3,50,000",Chennai
1811,Mahindra,Xylo,,2010,Manual,Diesel,"70,000 km",2nd,"4,60,000",Chennai
1812,Honda,City,,2016,Manual,Petrol,"73,000 km",1st,"6,50,000",Chennai
1813,Maruti Suzuki,Swift,,2007,Manual,Petrol,"53,000 km",1st,"3,00,000",Chennai
1814,Toyota,Etios,,2014,Manual,Petrol,"49,000 km",1st,"4,75,000",Chennai
1815,Hyundai,EON,,2018,Manual,Petrol,"59,000 km",1st,"3,90,000",Chennai
1816,Honda,City,,2012,Manual,Petrol,"62,000 km",2nd,"5,30,000",Chennai
1817,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"40,000 km",1st,"7,75,000",Chennai
1818,Maruti Suzuki,Grand Vitara,,2019,Manual,Diesel,"35,000 km",1st,"9,50,000",Chennai
1819,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"53,000 km",2nd,"7,10,000",Chennai
1820,Renault,KWID,,2018,Automatic,Petrol,"17,580 km",1st,"4,75,000",Chennai
1821,Mahindra,Bolero,,2009,Manual,Diesel,"150,000 km",1st,"4,95,000",Chennai
1822,Maruti Suzuki,Swift Dzire,,2008,Manual,Diesel,"90,000 km",2nd,"3,25,000",Chennai
1823,Maruti Suzuki,Alto K10,,2014,Automatic,Petrol,"24,000 km",2nd,"3,00,000",Chennai
1824,Maruti Suzuki,Esteem,,2005,Manual,Petrol,"57,000 km",1st,"1,65,000",Chennai
1825,Nissan,Sunny,,2014,Manual,Diesel,"90,000 km",1st,"4,50,000",Chennai
1826,Hyundai,Verna,,2014,Manual,Diesel,"144,247 km",1st,"6,00,000",Chennai
1827,Ford,Figo,,2013,Manual,Diesel,"98,000 km",1st,"3,60,000",Chennai
1828,Hyundai,Grand i10,,2018,Manual,Petrol,"23,000 km",2nd,"4,90,000",Chennai
1829,Audi,A4,,2010,Automatic,Diesel,"119,000 km",2nd,"11,00,000",Chennai
1830,Audi,Q7,,2014,Automatic,Diesel,"140,000 km",1st,"25,00,000",Chennai
1831,BMW,3 Series,,2020,Automatic,Diesel,"6,500 km",1st,"48,00,000",Chennai
1832,Renault,Lodgy,,2015,Manual,Diesel,"57,000 km",1st,"6,45,000",Chennai
1833,Ford,Figo,,2013,Manual,Diesel,"73,000 km",1st,"3,65,000",Chennai
1834,Toyota,Innova,,2013,Manual,Diesel,"90,000 km",1st,"12,25,000",Chennai
1835,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"85,000 km",1st,"2,86,000",Chennai
1836,Mahindra,XUV500,,2014,Manual,Diesel,"66,000 km",1st,"9,75,000",Chennai
1837,Hyundai,Xcent,,2014,Manual,Petrol,"53,000 km",1st,"4,10,000",Chennai
1838,Skoda,Rapid,,2016,Manual,Diesel,"98,000 km",2nd,"6,45,000",Chennai
1839,Mahindra,Xylo,,2019,Manual,Diesel,"38,367 km",1st,"8,90,000",Chennai
1840,Tata,Tiago,,2019,Automatic,Petrol,"13,000 km",1st,"5,85,000",Chennai
1841,Toyota,Etios,,2018,Manual,Diesel,"80,000 km",1st,"7,50,000",Chennai
1842,Ford,Figo,,2011,Manual,Diesel,"112,844 km",1st,"2,23,700",Chennai
1843,Nissan,Micra,,2012,-,Diesel,"117,000 km",1st,"3,60,000",Chennai
1844,Maruti Suzuki,Baleno,,2017,Automatic,Petrol,"9,000 km",1st,"7,45,000",Chennai
1845,Maruti Suzuki,S Cross,,2017,Manual,Diesel,"65,000 km",1st,"8,50,000",Chennai
1846,Maruti Suzuki,Swift Dzire,,2013,Manual,Petrol,"67,000 km",1st,"4,80,000",Chennai
1847,Mahindra,XUV500,,2013,Manual,Diesel,"150,000 km",1st,"8,50,000",Chennai
1848,Hyundai,Grand i10,,2016,Manual,Diesel,"49,000 km",1st,"5,45,000",Chennai
1849,Hyundai,Grand i10,,2016,Manual,Diesel,"49,000 km",1st,"5,45,000",Chennai
1850,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"37,000 km",1st,"4,85,000",Chennai
1851,-,-,,-,-,-,-,-,-,Chennai
1852,Maruti Suzuki,Ciaz,,2016,Manual,Petrol,"108,000 km",2nd,"5,25,000",Chennai
1853,Honda,Jazz,,2015,Manual,Petrol,"57,000 km",2nd,"5,75,000",Chennai
1854,Hyundai,i10,,2014,Manual,Petrol,"54,000 km",2nd,"3,39,999",Chennai
1855,Renault,KWID,,2018,Manual,Petrol,"17,000 km",1st,"4,25,000",Chennai
1856,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"29,000 km",2nd,"3,85,000",Chennai
1857,Maruti Suzuki,Celerio,,2017,Manual,Petrol,"33,000 km",2nd,"4,45,000",Chennai
1858,Volkswagen,Polo,,2018,Manual,Petrol,"32,000 km",2nd,"5,85,000",Chennai
1859,Hyundai,Verna,,2013,Manual,Petrol,"68,000 km",1st,"5,40,000",Chennai
1860,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"58,000 km",2nd,"5,50,000",Chennai
1861,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"78,000 km",2nd,"6,75,000",Chennai
1862,Honda,City,,2015,Manual,Petrol,"45,000 km",1st,"7,50,000",Chennai
1863,Ford,Ecosport,,2018,Automatic,Petrol,"39,000 km",1st,"9,25,000",Chennai
1864,Honda,City,,2017,Manual,Petrol,"25,000 km",1st,"8,75,000",Chennai
1865,Hyundai,Fluidic Verna,,2014,Manual,Petrol,"80,000 km",1st,"5,50,000",Chennai
1866,Maruti Suzuki,Baleno,,2017,Automatic,Petrol,"9,000 km",1st,"7,45,000",Chennai
1867,Ford,Figo,,2013,Manual,Diesel,"127,000 km",2nd,"3,25,000",Chennai
1868,Mahindra,Xylo,,2019,Manual,Diesel,"48,150 km",1st,"8,90,000",Chennai
1869,Skoda,Rapid,,2011,Manual,Diesel,"90,000 km",2nd,"4,00,000",Chennai
1870,Maruti Suzuki,Alto K10,,2012,Manual,Petrol,"19,000 km",2nd,"2,60,000",Chennai
1871,Maruti Suzuki,Wagon R,,2016,Automatic,Petrol,"50,000 km",1st,"4,70,000",Chennai
1872,Chevrolet,Beat,,2010,Manual,Petrol,"73,000 km",2nd,"2,30,000",Chennai
1873,Maruti Suzuki,Swift,,2006,Manual,Petrol,"62,555 km",2nd,"2,65,000",Chennai
1874,Tata,Nano,,2015,Manual,Petrol,"15,000 km",1st,"1,70,000",Chennai
1875,Honda,Civic,,2007,Automatic,Petrol,"119,000 km",2nd,"3,25,000",Chennai
1876,Ford,Figo,,2011,Manual,Diesel,"94,500 km",2nd,"1,75,000",Chennai
1877,Toyota,Qualis,,2002,Manual,Diesel,"98,000 km",1st,"2,95,000",Chennai
1878,Honda,City ZX,,2006,Manual,Petrol,"114,000 km",2nd,"2,35,000",Chennai
1879,Maruti Suzuki,Swift,,2015,Manual,Petrol,"89,000 km",1st,"5,70,000",Chennai
1880,Hyundai,EON,,2013,-,Petrol,"51,000 km",1st,"2,75,000",Chennai
1881,Hyundai,Xcent,,2017,Manual,Diesel,"54,000 km",1st,"4,00,000",Chennai
1882,Hyundai,Creta,,2019,Manual,Diesel,"110,000 km",1st,"8,65,000",Chennai
1883,Toyota,Innova Crysta,,2019,Manual,Diesel,"58,000 km",1st,"21,50,000",Chennai
1884,Toyota,Etios,,2017,Manual,Diesel,"100,000 km",2nd,"6,50,000",Chennai
1885,Honda,WR-V,,2019,Manual,Petrol,"7,385 km",1st,"8,25,000",Chennai
1886,-,-,,-,-,-,-,-,-,Chennai
1887,Hyundai,Santro Xing,,2008,Manual,Petrol,"86,000 km",3rd,"1,45,000",Chennai
1888,Maruti Suzuki,Swift,,2008,Manual,Diesel,"105,000 km",2nd,"3,20,000",Chennai
1889,Maruti Suzuki,Omni,,2011,Manual,Petrol,"20,100 km",2nd,"2,15,000",Chennai
1890,Maruti Suzuki,Wagon R,,2014,Automatic,Petrol,"50,000 km",1st,"3,50,000",Chennai
1891,Tata,Tiago,,2018,Manual,Petrol,"42,000 km",2nd,"4,00,000",Chennai
1892,Maruti Suzuki,800,,2001,Manual,LPG,"100,000 km",2nd,"55,000",Chennai
1893,Tata,Indica,,2005,Manual,Diesel,"100,000 km",2nd,"1,00,000",Chennai
1894,Mahindra,Jeep,,1999,Manual,Diesel,"80,000 km",1st,"1,60,000",Chennai
