,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
1961,Mercedes-Benz,GLE Class,,2017,Automatic,Diesel,"77,000 km",1st,"46,00,000",kerala
1962,Toyota,Fortuner,,2013,Manual,Diesel,2 km,2nd,"13,00,000",kerala
1963,Maruti Suzuki,Wagon R 1.0,,2019,Manual,Petrol,"11,000 km",1st,"5,15,000",kerala
1964,Other Brands,Others,,2014,Manual,Diesel,"50,000 km",1st,"64,000",kerala
1965,Maruti Suzuki,800,,1997,Manual,Petrol,"69,644 km",3rd,"50,000",kerala
1966,Maruti Suzuki,800,,2004,-,-,"181,039 km",4th,"70,000",kerala
1967,Datsun,GO,,2014,Manual,Petrol,"29,622 km",1st,"1,85,000",kerala
1968,Ashok Leyland,Stile,,2018,Manual,Diesel,"33,000 km",2nd,"6,75,000",kerala
1969,Renault,Duster,,2019,Manual,Diesel,"28,000 km",1st,"8,40,000",kerala
1970,Chevrolet,Beat,,2011,Manual,Diesel,"75,000 km",2nd,"1,40,000",kerala
1971,Maruti Suzuki,Swift Dzire Tour,,2014,Manual,Diesel,"246,000 km",1st,"2,45,000",kerala
1972,Maruti Suzuki,800,,2003,Manual,Petrol,1 km,3rd,"65,000",kerala
1973,Ford,Figo,,2016,Manual,Diesel,"29,000 km",1st,"5,10,000",kerala
1974,Mahindra,Bolero Power Plus,,2015,Manual,Diesel,"73,254 km",2nd,"6,77,000",kerala
1975,Maruti Suzuki,Omni,,2000,Manual,Petrol,85 km,4th,"62,000",kerala
1976,Hyundai,Accent,,2006,Manual,Petrol,"91,000 km",1st,"1,00,000",kerala
1977,Mahindra,Scorpio,,2009,Manual,Diesel,"110,000 km",1st,"4,00,000",kerala
1978,Volkswagen,Polo,,2015,Manual,Diesel,"89,468 km",2nd,"6,30,000",kerala
1979,Hyundai,EON,,2015,Manual,Petrol,"51,000 km",1st,"2,55,000",kerala
1980,Toyota,Fortuner,,2019,Automatic,Diesel,"23,000 km",2nd,"37,50,000",kerala
1981,Nissan,Micra,,2016,Manual,Petrol,"47,000 km",1st,"4,00,000",kerala
1982,Ford,Figo,,2010,Manual,Diesel,"86,000 km",3rd,"2,00,000",kerala
1983,Mahindra,Jeep,,2000,Manual,Diesel,"150,000 km",2nd,"1,90,000",kerala
1984,Mahindra,XUV500,,2018,Automatic,Diesel,"81,000 km",1st,"16,50,000",kerala
1985,Force Motors,Others,,2016,Manual,Diesel,"80,000 km",1st,"11,00,000",kerala
1986,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"79,000 km",2nd,"2,20,000",kerala
1987,Maruti Suzuki,800,,2003,Manual,Petrol,0 km,2nd,"80,000",kerala
1988,Ford,Figo,,2010,Manual,Diesel,"118,000 km",3rd,"1,95,000",kerala
1989,Mahindra,Scorpio,,2005,Manual,Diesel,"181,000 km",3rd,"1,50,000",kerala
1990,Hyundai,Santro,,2003,Manual,Petrol,"78,000 km",2nd,"80,000",kerala
1991,Nissan,Micra Active,,2017,Manual,Petrol,"23,500 km",1st,"4,25,000",kerala
1992,Maruti Suzuki,Swift,,2016,-,Diesel,14 km,-,"4,44,444",kerala
1993,Maruti Suzuki,Alto 800,,2016,Manual,Petrol,"42,280 km",1st,"2,70,000",kerala
1994,Honda,City,,2007,-,-,"128,199 km",1st,"2,00,000",kerala
1995,Ford,Figo,,2012,Manual,Diesel,"82,000 km",2nd,"1,83,000",kerala
1996,Hyundai,Elite i20,,2015,Manual,Petrol,"48,000 km",1st,"5,20,000",kerala
1997,Maruti Suzuki,Alto,,2009,Manual,Petrol,"100,000 km",2nd,"1,35,000",kerala
1998,Maruti Suzuki,Wagon R,,2009,Manual,Petrol,"88,000 km",3rd,"1,58,500",kerala
1999,Mahindra,Bolero,,2016,Manual,Diesel,"63,000 km",1st,"6,75,000",kerala
2000,Tata,Vista,,2011,Manual,Diesel,"82,000 km",2nd,"1,28,000",kerala
2001,Mercedes-Benz,A Class,,2014,Automatic,Diesel,"65,000 km",-,"16,00,000",kerala
2002,Maruti Suzuki,XL6,,2020,Manual,Petrol,"8,000 km",1st,"9,95,000",kerala
2003,Hyundai,i20,,2018,Manual,Diesel,"45,000 km",1st,"8,40,000",kerala
2004,Maruti Suzuki,Swift,,2012,Manual,Diesel,"99,000 km",1st,"3,90,000",kerala
2005,Toyota,Fortuner,,2011,Manual,Diesel,"250,000 km",2nd,"11,50,000",kerala
2006,Fiat,Punto,,2010,Manual,Diesel,1 km,2nd,"2,00,000",kerala
2007,Tata,Indica V2,,2001,Manual,Diesel,"68,000 km",2nd,"45,000",kerala
2008,Chevrolet,Tavera,,2005,Manual,Diesel,"120,000 km",1st,"1,60,000",kerala
2009,Maruti Suzuki,Alto,,2012,Manual,Petrol,"73,450 km",2nd,"1,68,000",kerala
2010,Maruti Suzuki,Alto,,2011,Manual,Petrol,"90,000 km",2nd,"1,66,000",kerala
2011,Honda,Jazz,,2019,Manual,Petrol,"7,000 km",1st,"5,60,000",kerala
2012,Maruti Suzuki,Alto,,2011,Manual,Petrol,"30,000 km",1st,"2,00,000",kerala
2013,Maruti Suzuki,Alto,,2008,Manual,Petrol,"102,000 km",1st,"1,00,000",kerala
2014,Hyundai,Santro Xing,,2008,Manual,Petrol,"96,727 km",4+,"1,15,000",kerala
2015,Chevrolet,Spark,,2010,Manual,Petrol,"48,412 km",1st,"75,000",kerala
2016,Maruti Suzuki,Wagon R,,2005,Manual,Petrol,"70,000 km",2nd,"1,55,000",kerala
2017,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"61,000 km",2nd,"2,10,000",kerala
2018,Maruti Suzuki,Baleno,,2003,Manual,Petrol,"128,000 km",3rd,"1,10,000",kerala
2019,Maruti Suzuki,Swift,,2016,Manual,Diesel,"59,000 km",1st,"5,50,000",kerala
2020,Toyota,Etios,,2018,Manual,Diesel,"27,000 km",1st,"8,90,000",kerala
2021,Maruti Suzuki,Ciaz,,2017,Manual,Diesel,"96,500 km",1st,"6,85,000",kerala
2022,Renault,Duster,,2012,Manual,Diesel,"130,000 km",2nd,"4,25,000",kerala
2023,Ambassador,Ambassador,,2007,Manual,Diesel,"138,000 km",2nd,"70,000",kerala
2024,Maruti Suzuki,Alto,,2003,Manual,Petrol,"92,000 km",3rd,"69,000",kerala
2025,Volkswagen,Polo,,2013,Manual,Diesel,"78,000 km",-,"3,50,000",kerala
2026,Maruti Suzuki,Swift,,2015,Manual,Diesel,"196,000 km",1st,"4,25,000",kerala
2027,Tata,Others,,2013,Manual,Diesel,"113,000 km",2nd,"1,30,000",kerala
2028,Maruti Suzuki,800,,2011,Manual,Petrol,"48,000 km",2nd,"1,30,000",kerala
2029,Maruti Suzuki,800,,1991,Manual,Petrol,"58,675 km",2nd,"46,000",kerala
2030,Volkswagen,Polo,,2017,Manual,Petrol,"90,000 km",1st,"6,90,000",kerala
2031,Tata,Others,,2015,Manual,Diesel,"105,000 km",1st,"3,30,000",kerala
2032,Maruti Suzuki,Ritz,,2014,Manual,Petrol,"101,000 km",-,"3,60,000",kerala
2033,Hyundai,Santro,,2019,Manual,Petrol,"12,000 km",1st,"4,35,000",kerala
2034,Hyundai,EON,,2014,Manual,Petrol,"90,000 km",2nd,"2,10,000",kerala
2035,Tata,Nano,,2012,Manual,Petrol,"103,000 km",2nd,"66,000",kerala
2036,Hyundai,Grand I 10,,2015,-,-,"72,468 km",2nd,"3,70,000",kerala
2037,BMW,3 Series,,2016,Automatic,Diesel,"54,699 km",1st,"30,50,000",kerala
2038,Maruti Suzuki,Estilo,,2011,Manual,Petrol,"72,000 km",2nd,"1,95,000",kerala
2039,Maruti Suzuki,Alto K10,,2011,Manual,Petrol,"55,000 km",3rd,"2,00,000",kerala
2040,Tata,Harrier,,2019,Manual,Diesel,"8,600 km",1st,"16,75,000",kerala
2041,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,225 km",1st,"5,45,000",kerala
2042,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"75,000 km",2nd,"1,98,000",kerala
2043,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"120,000 km",2nd,"4,00,000",kerala
2044,Mahindra,Xylo,,2010,Manual,Diesel,"120,000 km",2nd,"2,35,000",kerala
2045,Maruti Suzuki,800,,2015,Manual,Petrol,555 km,4th,"15,000",kerala
2046,Maruti Suzuki,Zen Estilo,,2013,Manual,Petrol,"92,345 km",2nd,"2,25,000",kerala
2047,Audi,Q5,,2015,Automatic,Diesel,"110,000 km",1st,"22,50,000",kerala
2048,Skoda,Octavia,,2011,Manual,Diesel,55 km,4th,"35,000",kerala
2049,Hyundai,Accent,,2013,Automatic,LPG,555 km,3rd,"15,000",kerala
2050,Maruti Suzuki,Alto K10,,2014,Automatic,-,"81,270 km",3rd,"2,90,000",kerala
2051,Ford,Classic,,2016,Automatic,Diesel,225 km,4th,"15,000",kerala
2052,Ford,Aspire,,2017,Manual,Diesel,"65,000 km",2nd,"4,68,000",kerala
2053,Ford,Ecosport,,2013,Manual,Diesel,"100,000 km",2nd,"5,25,000",kerala
2054,Renault,Pulse,,2012,Manual,Diesel,"110,000 km",1st,"2,55,000",kerala
2055,Hyundai,Creta,,2015,Manual,Diesel,"116,000 km",1st,"8,65,000",kerala
2056,Maruti Suzuki,Zen,,2000,Manual,Petrol,"95,000 km",3rd,"80,000",kerala
2057,Jeep,Compass,,2017,Manual,Diesel,"38,000 km",1st,"15,75,000",kerala
2058,-,-,,-,-,-,-,-,-,kerala
2059,Ford,Fiesta,,2008,Manual,Diesel,"120,000 km",1st,"1,48,000",kerala
2060,Volkswagen,Vento,,2014,Automatic,Diesel,"91,000 km",3rd,"5,45,000",kerala
2061,Audi,S5,,2018,Automatic,Petrol,"20,000 km",2nd,"58,00,000",kerala
2062,-,-,,-,-,-,-,-,-,kerala
2063,-,-,,-,-,-,-,-,-,kerala
2064,-,-,,-,-,-,-,-,-,kerala
2065,-,-,,-,-,-,-,-,-,kerala
2066,-,-,,-,-,-,-,-,-,kerala
2067,-,-,,-,-,-,-,-,-,kerala
2068,-,-,,-,-,-,-,-,-,kerala
2069,-,-,,-,-,-,-,-,-,kerala
2070,-,-,,-,-,-,-,-,-,kerala
2071,-,-,,-,-,-,-,-,-,kerala
2072,-,-,,-,-,-,-,-,-,kerala
2073,-,-,,-,-,-,-,-,-,kerala
2074,-,-,,-,-,-,-,-,-,kerala
2075,-,-,,-,-,-,-,-,-,kerala
2076,-,-,,-,-,-,-,-,-,kerala
2077,-,-,,-,-,-,-,-,-,kerala
2078,-,-,,-,-,-,-,-,-,kerala
2079,-,-,,-,-,-,-,-,-,kerala
2080,-,-,,-,-,-,-,-,-,kerala
2081,-,-,,-,-,-,-,-,-,kerala
2082,-,-,,-,-,-,-,-,-,kerala
2083,-,-,,-,-,-,-,-,-,kerala
2084,-,-,,-,-,-,-,-,-,kerala
2085,-,-,,-,-,-,-,-,-,kerala
2086,-,-,,-,-,-,-,-,-,kerala
2087,-,-,,-,-,-,-,-,-,kerala
2088,-,-,,-,-,-,-,-,-,kerala
2089,Tata,Indica Vista,,2011,Manual,Diesel,"75,000 km",2nd,"1,39,000",kerala
2090,-,-,,-,-,-,-,-,-,kerala
2091,Hyundai,i10,,2021,Manual,Petrol,"2,000 km",1st,"6,60,000",kerala
2092,Toyota,Etios Liva,,2015,Manual,Diesel,"75,000 km",2nd,"5,70,000",kerala
2093,Mahindra,TUV 300,,2016,-,Diesel,"68,000 km",1st,"6,50,000",kerala
2094,Maruti Suzuki,Swift,,2017,Manual,Diesel,"80,000 km",1st,"5,60,000",kerala
2095,Maruti Suzuki,Ritz,,2016,Manual,Petrol,"80,000 km",1st,"4,40,000",kerala
2096,Mahindra Renault,Logan,,2009,Manual,Diesel,"95,000 km",2nd,"1,09,000",kerala
2097,Ford,Figo,,2012,Manual,Diesel,"66,011 km",1st,"2,15,000",kerala
2098,Ford,Figo,,2010,Manual,Diesel,"118,000 km",3rd,"1,95,000",kerala
2099,Toyota,Etios Liva,,2017,Manual,Petrol,"21,000 km",2nd,"5,95,000",kerala
2100,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"8,900 km",1st,"7,25,000",kerala
2101,Hyundai,Verna,,2016,Manual,Petrol,"77,889 km",2nd,"6,30,000",kerala
2102,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"70,500 km",1st,"6,35,000",kerala
2103,Ford,Figo,,2011,-,Diesel,"117,000 km",1st,"1,83,000",kerala
2104,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"42,042 km",1st,"5,75,000",kerala
2105,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"133,916 km",1st,"1,55,000",kerala
2106,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"35,000 km",1st,"2,70,000",kerala
2107,Maruti Suzuki,Alto,,2002,Manual,Petrol,"115,000 km",3rd,"1,45,000",kerala
2108,Mahindra,Marazzo,,2020,Manual,Diesel,"10,000 km",1st,"13,00,000",kerala
2109,Ford,Ecosport,,2020,Manual,Petrol,"12,100 km",1st,"8,20,000",kerala
2110,Maruti Suzuki,800,,2003,Manual,Petrol,"68,000 km",2nd,"60,000",kerala
2111,Maruti Suzuki,Swift,,2018,Automatic,Petrol,"50,000 km",1st,"7,25,000",kerala
2112,Maruti Suzuki,800,,2003,Manual,Petrol,"33,000 km",2nd,"1,30,000",kerala
2113,Maruti Suzuki,Swift,,2013,Manual,Diesel,"119,024 km",1st,"3,75,000",kerala
2114,Toyota,Innova,,2005,Manual,Diesel,"165,000 km",2nd,"4,15,000",kerala
2115,Maruti Suzuki,Celerio X,,2018,Manual,Petrol,"50,000 km",1st,"4,25,000",kerala
2116,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"22,500 km",2nd,"7,50,000",kerala
2117,Hyundai,EON,,2014,Manual,Petrol,"66,000 km",2nd,"2,50,000",kerala
2118,-,-,,-,-,-,-,-,-,kerala
2119,Maruti Suzuki,Estilo,,2011,Manual,Petrol,"90,000 km",1st,"1,80,000",kerala
2120,Maruti Suzuki,Vitara Brezza,,2018,Manual,Diesel,"36,745 km",1st,"9,40,000",kerala
2121,Maruti Suzuki,Ertiga,,2020,Manual,Diesel,"58,000 km",1st,"9,50,000",kerala
2122,BMW,6 Series,,2012,Automatic,Diesel,"48,000 km",2nd,"40,00,000",kerala
2123,Maruti Suzuki,800,,2003,Manual,Petrol,"120,000 km",2nd,"50,000",kerala
2124,Mahindra,Scorpio,,2006,Manual,Diesel,"130,000 km",3rd,"1,95,000",kerala
2125,Bajaj,Others,,1993,Manual,Petrol,"111,111 km",2nd,"42,000",kerala
2126,Hyundai,i10,,2010,Manual,Petrol,"63,511 km",2nd,"2,15,000",kerala
2127,Jeep,Compass,,2018,Manual,Diesel,"49,000 km",1st,"16,00,000",kerala
2128,Hyundai,i10,,2011,Manual,Petrol,"72,446 km",1st,"2,65,000",kerala
2129,Maruti Suzuki,Swift,,2018,Manual,Diesel,"62,000 km",1st,"6,10,000",kerala
2130,Ford,Figo Aspire,,2017,Manual,Diesel,"52,000 km",1st,"4,50,000",kerala
2131,Hyundai,Santro Xing,,2008,Manual,Petrol,"54,986 km",1st,"1,38,000",kerala
2132,Maruti Suzuki,Omni,,2010,Manual,Petrol,"78,958 km",2nd,"1,58,000",kerala
2133,Maruti Suzuki,Eeco,,2013,Manual,Petrol,"65,000 km",1st,"2,75,000",kerala
2134,Maruti Suzuki,A-Star,,2012,Manual,Petrol,"80,000 km",1st,"2,48,000",kerala
2135,Tata,Nexon,,2018,Manual,Petrol,"70,000 km",1st,"7,70,000",kerala
2136,Tata,Indigo,,2003,Manual,Petrol,"74,586 km",3rd,"65,000",kerala
2137,Hyundai,i10,,2008,Manual,Petrol,"90,791 km",3rd,"1,65,000",kerala
2138,Maruti Suzuki,Alto K10,,2011,-,Petrol,"36,499 km",1st,"2,15,000",kerala
2139,Maruti Suzuki,800,,2003,Manual,Petrol,"50,751 km",4+,"69,000",kerala
2140,Jeep,Compass,,2019,Manual,Diesel,"36,860 km",1st,"14,50,000",kerala
2141,Chevrolet,Cruze,,2011,Manual,Diesel,"185,000 km",1st,"5,00,000",kerala
2142,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"27,000 km",1st,"6,45,000",kerala
2143,Hyundai,Grand i10,,2016,Manual,Petrol,"33,067 km",1st,"4,25,000",kerala
2144,Maruti Suzuki,800,,2007,Manual,Petrol,"50,000 km",1st,"90,000",kerala
2145,Mercedes-Benz,CLA,,2015,Automatic,Diesel,"35,000 km",1st,"29,00,000",kerala
2146,Maruti Suzuki,Swift,,2018,Manual,Diesel,"50,100 km",1st,"6,35,000",kerala
2147,Maruti Suzuki,Swift,,2019,Manual,Petrol,"35,000 km",1st,"5,60,000",kerala
2148,Hyundai,Santro Xing,,2007,Manual,Petrol,"56,000 km",2nd,"1,48,000",kerala
2149,Mahindra,XUV500,,2018,Manual,Diesel,"52,989 km",1st,"9,75,000",kerala
2150,Mercedes-Benz,A Class,,2013,Automatic,Diesel,"40,000 km",1st,"16,00,000",kerala
2151,Tata,Indigo Ecs,,2011,Manual,Diesel,"100,000 km",2nd,"85,000",kerala
2152,Maruti Suzuki,Ritz,,2009,Manual,Petrol,"131,288 km",3rd,"2,15,000",kerala
2153,Maruti Suzuki,Alto,,2009,Manual,Petrol,"70,000 km",2nd,"1,45,000",kerala
2154,Chevrolet,Spark,,2010,Manual,Petrol,"76,342 km",3rd,"1,00,000",kerala
2155,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"57,858 km",1st,"2,85,000",kerala
2156,Volkswagen,Vento,,2012,Manual,Diesel,"80,000 km",4+,"3,40,000",kerala
2157,Tata,Nano,,2014,Manual,Petrol,"64,585 km",1st,"1,35,000",kerala
2158,Ford,Fiesta,,2007,Manual,Petrol,"107,858 km",3rd,"1,05,000",kerala
2159,Chevrolet,Spark,,2008,Manual,Petrol,"85,858 km",2nd,"89,000",kerala
2160,Renault,Triber,,2019,Manual,Petrol,"2,650 km",1st,"6,75,000",kerala
2161,Hyundai,Xcent,,2017,Manual,Diesel,"35,266 km",1st,"4,85,000",kerala
2162,Volkswagen,Polo,,2017,Manual,Diesel,"52,486 km",2nd,"6,84,000",kerala
2163,Honda,BR-V,,2017,Manual,Diesel,"100,000 km",1st,"6,00,000",kerala
2164,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"72,000 km",2nd,"3,40,000",kerala
2165,Hyundai,Santro Xing,,2007,Manual,Petrol,"77,000 km",2nd,"1,40,000",kerala
2166,Maruti Suzuki,Swift,,2019,Manual,Diesel,"30,000 km",1st,"7,80,000",kerala
2167,Maruti Suzuki,800,,1996,Manual,Petrol,77 km,3rd,"45,000",kerala
2168,Kia,Others,,2021,Automatic,Petrol,0 km,1st,"4,00,000",kerala
2169,Tata,Indica V2,,2013,Manual,Diesel,"82,130 km",2nd,"1,20,000",kerala
2170,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"57,000 km",1st,"2,40,000",kerala
2171,Maruti Suzuki,Wagon R,,2010,Manual,Petrol,89 km,2nd,"2,45,000",kerala
2172,Hyundai,Santro Xing,,2006,Manual,Petrol,"110,265 km",4+,"95,000",kerala
2173,BMW,X5,,2017,Automatic,Diesel,"44,000 km",1st,"59,00,000",kerala
2174,Nissan,Sunny,,2016,Manual,Diesel,"100,000 km",1st,"2,90,000",kerala
2175,Maruti Suzuki,Alto 800,,2004,Manual,Petrol,"105,000 km",3rd,"80,000",kerala
2176,Maruti Suzuki,Alto,,2010,Manual,Petrol,"76,000 km",2nd,"1,55,000",kerala
2177,Hyundai,Venue,,2021,Manual,Petrol,0 km,-,"6,99,200",kerala
2178,BMW,5 Series Gt,,2018,-,-,55 km,-,"25,000",kerala
2179,Maruti Suzuki,Zen,,2003,Manual,Petrol,0 km,2nd,"1,10,000",kerala
2180,Hyundai,Creta,,2018,Automatic,Petrol,"60,000 km",1st,"13,50,000",kerala
2181,-,-,,-,-,-,-,-,-,kerala
2182,Mercedes-Benz,E-Class,,2018,Automatic,Diesel,"45,000 km",1st,"65,00,000",kerala
2183,Hyundai,Santro Xing,,2009,Manual,Petrol,"49,500 km",2nd,"1,55,000",kerala
2184,Maruti Suzuki,Swift,,2011,Manual,Diesel,"130,000 km",-,"3,35,000",kerala
2185,Maruti Suzuki,Swift,,2017,Manual,Petrol,"34,000 km",1st,"6,10,000",kerala
2186,Tata,Sumo Spacio,,2008,Manual,Diesel,"199,000 km",3rd,"1,25,000",kerala
2187,Maruti Suzuki,Swift,,2018,Manual,Petrol,"75,000 km",2nd,"5,30,000",kerala
2188,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"80,000 km",3rd,"1,50,000",kerala
2189,Other Brands,Others,,2014,Manual,Diesel,"50,000 km",1st,"64,000",kerala
2190,Ford,Figo,,2012,Manual,Diesel,"82,000 km",2nd,"1,83,000",kerala
2191,Jeep,Compass,,2019,-,Petrol,"27,000 km",-,"17,60,000",kerala
2192,Hyundai,i20,,2014,Manual,Diesel,"10,000 km",1st,"17,000",kerala
2193,Maruti Suzuki,800,,2003,Manual,Petrol,"68,000 km",2nd,"50,000",kerala
2194,Force Motors,Others,,2011,Manual,Diesel,"55,000 km",2nd,"4,50,000",kerala
2195,Jaguar,XJ,,2017,-,-,55 km,-,"20,000",kerala
2196,Maruti Suzuki,Wagon R,,2008,-,-,"47,413 km",1st,"2,15,000",kerala
2197,Mahindra,Bolero Power Plus,,2017,Manual,Diesel,"68,000 km",1st,"7,75,000",kerala
2198,Datsun,Redi Go,,2017,Manual,Petrol,"40,000 km",1st,"2,10,000",kerala
2199,Mercedes-Benz,E-Class,,2018,-,-,555 km,4+,"1,00,000",kerala
2200,Mercedes-Benz,GLE Class,,2017,Automatic,Diesel,"77,000 km",1st,"46,00,000",kerala
2201,Toyota,Innova Crysta,,2017,-,Diesel,"36,000 km",2nd,"17,50,000",kerala
2202,Datsun,GO,,2015,Manual,Petrol,"22,000 km",1st,"2,35,000",kerala
2203,Maruti Suzuki,800,,2008,Manual,Petrol,"68,000 km",2nd,"89,000",kerala
2204,Maruti Suzuki,Swift,,2010,Manual,Petrol,"75,000 km",2nd,"2,65,000",kerala
2205,Toyota,Etios,,2014,Manual,Diesel,"125,000 km",2nd,"3,75,000",kerala
2206,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"47,000 km",2nd,"1,95,000",kerala
2207,Chevrolet,Beat,,2012,Manual,Diesel,"78,000 km",4th,"1,18,000",kerala
2208,Maruti Suzuki,Omni,,2002,Manual,Petrol,0 km,2nd,"55,000",kerala
2209,Maruti Suzuki,Swift,,2011,Manual,Diesel,"112,529 km",1st,"3,40,000",kerala
2210,Hyundai,EON,,2014,Manual,Petrol,"56,000 km",1st,"2,65,000",kerala
2211,Toyota,Innova,,2012,Manual,Diesel,"75,000 km",1st,"7,35,000",kerala
2212,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"133,000 km",3rd,"2,40,000",kerala
2213,Hyundai,Elite i20,,2017,Manual,Diesel,"85,000 km",2nd,"6,50,000",kerala
2214,Tata,Indica V2 Xeta,,2008,Manual,Petrol,"49,906 km",1st,"90,000",kerala
2215,Maruti Suzuki,Wagon R,,2016,Manual,Petrol,"76,000 km",2nd,"3,45,000",kerala
2216,Maruti Suzuki,Alto,,2010,Manual,Petrol,"150,000 km",1st,"1,29,000",kerala
2217,Maruti Suzuki,800,,2002,Manual,Petrol,"60,000 km",2nd,"40,000",kerala
2218,-,-,,-,-,-,-,-,-,kerala
2219,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"78,000 km",2nd,"1,70,000",kerala
2220,Mahindra,Thar,,2017,Manual,Diesel,"30,000 km",-,"8,90,000",kerala
2221,BMW,3 Series,,2010,Automatic,Diesel,"89,000 km",2nd,"9,50,000",kerala
2222,BMW,X5,,2017,Automatic,Diesel,"45,000 km",1st,"62,00,000",kerala
2223,Ford,Fiesta,,2007,Manual,Diesel,"140,000 km",2nd,"1,50,000",kerala
2224,Maruti Suzuki,Wagon R 1.0,,2019,Manual,Petrol,"11,000 km",1st,"5,15,000",kerala
2225,Maruti Suzuki,800,,1997,Manual,Petrol,"69,644 km",3rd,"50,000",kerala
2226,Renault,Duster,,2019,Manual,Diesel,"28,000 km",1st,"8,40,000",kerala
2227,Chevrolet,Beat,,2011,Manual,Diesel,"75,000 km",2nd,"1,40,000",kerala
2228,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"40,000 km",1st,"2,50,000",kerala
2229,Maruti Suzuki,Alto 800,,2013,Manual,Petrol,"14,000 km",1st,"2,10,000",kerala
2230,Maruti Suzuki,Swift,,2018,Automatic,Diesel,"10,000 km",1st,"3,75,000",kerala
2231,Maruti Suzuki,Wagon R,,2004,Manual,Petrol,"120,000 km",2nd,"1,15,000",kerala
2232,Hyundai,EON,,2011,Manual,Petrol,"81,339 km",2nd,"1,90,000",kerala
2233,Maruti Suzuki,Swift Dzire Tour,,2014,Manual,Diesel,"246,000 km",1st,"2,45,000",kerala
2234,Maruti Suzuki,800,,2016,Manual,Petrol,"49,000 km",2nd,"2,62,500",kerala
2235,Maruti Suzuki,800,,2004,Manual,Petrol,"36,500 km",1st,"45,000",kerala
2236,Datsun,GO,,2014,Manual,Petrol,"29,622 km",1st,"1,85,000",kerala
2237,Ashok Leyland,Stile,,2018,Manual,Diesel,"33,000 km",2nd,"6,75,000",kerala
2238,Maruti Suzuki,Swift,,2006,Manual,Petrol,"99,500 km",3rd,"2,00,000",kerala
2239,Tata,Indica,,2021,Manual,Diesel,0 km,1st,"15,000",kerala
2240,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"16,852 km",1st,"3,35,000",kerala
2241,Jaguar,XF,,2015,Automatic,Diesel,"53,000 km",2nd,"28,00,000",kerala
2242,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"41,000 km",2nd,"2,40,000",kerala
2243,Maruti Suzuki,A-Star,,2009,Manual,Petrol,"95,000 km",2nd,"1,52,000",kerala
2244,Maruti Suzuki,Alto,,2005,Manual,Petrol,"90,000 km",3rd,"90,000",kerala
2245,Maruti Suzuki,Swift Dzire,,2017,Manual,Petrol,"86,000 km",1st,"5,85,000",kerala
2246,Maruti Suzuki,800,,2003,Manual,Petrol,1 km,3rd,"65,000",kerala
2247,Ford,Figo,,2016,Manual,Diesel,"29,000 km",1st,"5,10,000",kerala
2248,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"75,109 km",2nd,"1,35,000",kerala
2249,Maruti Suzuki,Swift Dzire Tour,,2016,-,-,"100,000 km",1st,"3,60,000",kerala
2250,Jeep,Compass,,2019,Manual,Petrol,"23,000 km",1st,"18,00,000",kerala
2251,Hyundai,Xcent,,2014,Manual,Diesel,"114,000 km",1st,"3,60,000",kerala
2252,Maruti Suzuki,Omni,,2000,Manual,Petrol,85 km,4th,"62,000",kerala
2253,Hyundai,Accent,,2006,Manual,Petrol,"91,000 km",1st,"1,00,000",kerala
2254,Mahindra,Bolero Power Plus,,2015,Manual,Diesel,"73,254 km",2nd,"6,77,000",kerala
2255,Mahindra,Scorpio,,2009,Manual,Diesel,"110,000 km",1st,"4,00,000",kerala
2256,Maruti Suzuki,Alto,,2001,Manual,Petrol,"87,000 km",1st,"70,000",kerala
2257,Volkswagen,Polo,,2015,Manual,Diesel,"89,468 km",2nd,"6,30,000",kerala
2258,Mahindra,XUV500,,2018,Automatic,Diesel,"81,000 km",1st,"16,50,000",kerala
2259,Maruti Suzuki,Alto,,2002,Manual,Petrol,"160,000 km",3rd,"75,000",kerala
2260,Ambassador,Ambassador,,2007,Manual,Diesel,"80,000 km",1st,"75,000",kerala
2261,Hyundai,i20,,2020,Manual,Petrol,"3,500 km",1st,"7,85,000",kerala
